序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
138,837092,汉鑫科技,42.56,7.91,3.12,25209.0,105409267.92,7.58,42.56,39.57,40.1,39.44,1.66,7.9,-84.34,6.82,2642112032.0,1358928245.0,0.12,0.24,26.44,21.6
139,300345,华民股份,8.26,7.83,0.6,375721.0,306638144.33,9.66,8.44,7.7,7.76,7.66,1.8,8.47,-36.1,8.46,4773830755.0,3662076055.0,0.0,-0.36,57.63,46.45
140,605358,立昂微,25.95,7.81,1.88,353816.0,893420438.0,10.8,26.48,23.88,24.35,24.07,1.22,5.27,-53.75,2.48,17421945832.0,17421945832.0,-0.04,0.19,13.57,4.76
141,430476,海能技术,15.2,7.8,1.1,45644.0,67970071.18,9.08,15.28,14.0,14.11,14.1,1.35,7.27,-618.77,2.74,1285612960.0,953825886.0,0.46,0.33,56.38,56.7
142,688255,凯尔达,36.12,7.72,2.59,72862.0,260279130.0,10.8,36.95,33.33,33.71,33.53,1.41,6.63,199.18,3.75,3968102384.0,3968102384.0,-0.08,-0.06,-9.84,35.23
143,430300,辰光医疗,16.46,7.72,1.18,49845.0,80303536.49,9.62,16.84,15.37,15.56,15.28,1.13,7.49,-41.16,6.44,1413043694.0,1095111058.0,-0.12,0.67,53.54,41.9
144,688116,天奈科技,43.84,7.71,3.14,153937.0,667371114.0,7.67,44.32,41.2,41.81,40.7,2.79,4.47,64.98,5.25,15113467097.0,15113467097.0,0.09,0.05,12.01,12.96
145,688351,微电生理,21.77,7.67,1.55,89549.0,194392923.0,7.81,22.33,20.75,20.93,20.22,1.48,7.17,143.32,5.81,10244962000.0,2718199609.0,-0.05,0.37,18.64,14.34
146,688626,翔宇医疗,38.44,7.55,2.7,24523.0,92911775.0,8.42,38.79,35.78,36.11,35.74,2.16,1.53,66.99,3.02,6150400000.0,6150400000.0,0.16,0.79,30.0,30.79
147,301316,慧博云通,29.0,7.53,2.03,364277.0,1056969676.59,9.08,30.4,27.95,28.0,26.97,1.66,15.0,703.63,11.57,11716000000.0,7041968587.0,0.1,0.66,28.21,13.41
148,688591,泰凌微,40.24,7.45,2.79,150976.0,592992336.0,9.45,40.76,37.22,37.49,37.45,1.92,9.13,67.61,4.04,9657600000.0,6651423317.0,0.0,-0.07,11.78,28.15
149,688648,中邮科技,26.1,7.41,1.8,50352.0,128737550.0,8.15,26.28,24.3,24.37,24.3,1.65,7.61,-39.95,2.31,3549600000.0,1725964916.0,0.04,0.42,12.31,12.07
150,300689,澄天伟业,34.15,7.39,2.35,17932.0,59782970.1,9.5,34.4,31.38,31.99,31.8,1.55,1.77,186.26,5.79,3947740000.0,3455063892.0,0.0,0.12,28.87,33.82
151,002055,得润电子,5.71,7.33,0.39,1031502.0,582125979.64,9.77,5.85,5.33,5.35,5.32,5.32,17.34,26.91,2.5,3451637997.0,3396694972.0,0.18,0.0,2.7,-20.69
152,833533,骏创科技,53.28,7.31,3.63,61848.0,324045510.68,11.44,54.9,49.22,49.66,49.65,1.04,16.64,137.3,14.77,5359038797.0,1979778613.0,0.02,0.06,60.34,137.86
153,873223,荣亿精密,10.57,7.31,0.72,30178.0,31272265.51,8.43,10.68,9.85,9.85,9.85,1.23,3.7,-108.88,6.43,1662502450.0,862340238.0,-0.09,0.0,14.27,10.1
154,835892,中科美菱,19.53,7.31,1.33,36205.0,69166292.19,8.79,19.8,18.2,18.5,18.2,1.02,12.98,93.32,3.06,1889155141.0,544851397.0,0.0,-0.05,51.63,42.66
155,301382,蜂助手,39.38,7.3,2.68,245116.0,945106390.72,9.21,39.78,36.4,36.89,36.7,2.04,17.95,60.88,4.83,8678780596.0,5378505633.0,0.18,-0.23,28.99,48.49
156,688365,光云科技,12.82,7.28,0.87,198268.0,249521978.0,8.62,12.98,11.95,12.05,11.95,2.09,4.66,-105.38,5.78,5459072449.0,5459072449.0,0.0,0.16,6.83,13.35
157,300680,隆盛科技,43.78,7.28,2.97,175932.0,744131239.41,12.01,44.51,39.61,40.8,40.81,1.1,10.2,43.1,5.18,10114242891.0,7553737237.0,-0.07,0.23,59.49,82.72
158,688595,芯海科技,38.88,7.26,2.63,79755.0,307817725.0,8.47,39.62,36.55,37.0,36.25,2.91,5.6,-57.59,8.23,5537507017.0,5537507017.0,-0.49,-0.41,27.14,18.54
159,002937,兴瑞科技,17.35,7.23,1.17,167476.0,287703879.76,10.07,17.8,16.17,16.18,16.18,2.56,5.64,32.15,3.3,5166437769.0,5149219282.0,-0.06,0.06,3.77,2.66
160,300078,思创医惠,3.42,7.21,0.23,886727.0,300755239.55,7.21,3.48,3.25,3.25,3.19,1.45,7.96,-48.87,6.89,3823123027.0,3807715646.0,0.0,0.0,24.36,12.5
161,871642,通易航天,15.2,7.19,1.02,77387.0,115271191.53,6.21,15.28,14.4,14.5,14.18,0.92,7.68,-267.61,6.35,1575788226.0,1530744546.0,0.07,0.46,49.31,31.37
162,600067,冠城新材,2.57,7.08,0.17,484758.0,124572875.0,5.83,2.63,2.49,2.5,2.4,2.5,3.48,25.69,0.61,3576588659.0,3576588659.0,0.0,-0.39,7.53,-3.02
163,834062,科润智控,9.55,7.06,0.63,116585.0,109986311.19,3.14,9.56,9.28,9.28,8.92,2.72,8.99,37.39,2.45,1781898945.0,1238169485.0,-0.1,0.1,34.7,24.67
164,603119,浙江荣泰,48.04,7.04,3.16,246407.0,1161507587.0,9.67,49.28,44.94,45.3,44.88,1.06,12.09,73.4,9.25,17474172886.0,9794370363.0,0.0,0.0,78.59,114.56
165,301326,捷邦科技,58.7,7.04,3.86,19488.0,112662265.0,8.55,59.49,54.8,54.88,54.84,2.25,7.25,-94.22,3.36,4237719004.0,1577584102.0,0.02,-0.05,-23.74,-19.7
166,833030,立方控股,33.33,7.03,2.19,72955.0,246405540.35,12.85,35.5,31.5,32.0,31.14,1.74,13.15,-92.26,5.95,3074467056.0,1848673881.0,0.09,0.27,120.44,115.03
167,688393,安必平,32.0,7.02,2.1,78480.0,247111604.0,11.3,32.76,29.38,29.38,29.9,1.82,8.39,-67.65,2.4,2994166368.0,2994166368.0,-0.12,0.06,80.89,84.86
168,688277,天智航-U,12.6,6.96,0.82,72590.0,89580134.0,8.66,12.72,11.7,11.85,11.78,2.06,1.6,-107.98,4.27,5703624221.0,5703624221.0,-0.08,-0.16,27.66,26.13
169,688279,峰岹科技,243.5,6.96,15.84,15463.0,368421405.0,9.71,244.3,222.2,227.06,227.66,1.1,2.77,111.53,8.55,22490483030.0,13601479736.0,0.08,0.44,16.07,54.41
170,301013,利和兴,17.82,6.96,1.16,319041.0,554695231.25,10.32,18.04,16.32,17.13,16.66,1.23,16.86,-213.64,4.97,4165301258.0,3372285989.0,0.0,0.22,55.77,51.66
171,688658,悦康药业,16.5,6.93,1.07,118428.0,189568720.0,10.3,16.61,15.02,15.15,15.43,0.78,2.63,-37.67,2.1,7425000000.0,7425000000.0,0.12,-0.06,12.32,14.5
172,873726,卓兆点胶,26.6,6.91,1.72,31721.0,83070517.43,6.27,26.73,25.17,25.49,24.88,1.07,13.64,117.45,3.76,2183254744.0,618762710.0,0.04,0.0,30.97,28.01
173,832885,星辰科技,16.7,6.91,1.08,62950.0,103466640.79,5.89,16.8,15.88,16.15,15.62,0.97,7.15,110.61,7.36,2849270500.0,1469993836.0,-0.12,-0.12,28.56,36.89
174,301199,迈赫股份,34.71,6.87,2.23,56968.0,195172669.08,9.45,35.45,32.38,32.39,32.48,2.64,12.19,28.16,2.46,4628231400.0,1621477650.0,0.0,0.03,4.96,18.34
175,600580,卧龙电驱,25.72,6.86,1.65,1372899.0,3464535049.0,8.48,26.3,24.26,24.41,24.07,1.57,10.54,31.24,3.24,33503453941.0,33503453941.0,0.04,0.08,24.31,49.62
176,000678,襄阳轴承,12.15,6.86,0.78,838200.0,996051060.23,9.85,12.48,11.36,11.65,11.37,1.09,18.24,-102.44,7.15,5584283334.0,5584283334.0,-0.08,-0.25,98.53,86.64
177,301117,佳缘科技,24.3,6.81,1.55,98457.0,236359876.3,8.48,24.65,22.72,22.72,22.75,3.93,17.35,-38.9,1.72,2241998190.0,1379023032.0,-0.21,-0.08,-26.18,-20.67
178,002367,康力电梯,7.22,6.8,0.46,335345.0,238650094.86,6.21,7.24,6.82,6.89,6.76,4.01,6.37,20.85,1.6,5767236270.0,3802633087.0,0.0,0.14,6.8,5.09
179,301261,恒工精密,95.45,6.78,6.06,101319.0,935612313.63,15.85,100.57,86.4,89.3,89.39,1.72,27.03,105.12,5.47,8389119208.0,3577782989.0,0.07,0.14,97.7,130.67
180,600262,北方股份,21.3,6.77,1.35,203889.0,431447410.0,10.28,21.95,19.9,19.9,19.95,2.66,11.99,14.26,2.14,3621000000.0,3621000000.0,-0.51,-0.51,17.42,16.33
181,603666,亿嘉和,36.89,6.74,2.33,140516.0,504834175.0,7.52,37.15,34.55,34.88,34.56,1.44,6.8,253.37,3.52,7617446202.0,7617446202.0,0.0,0.46,28.9,51.13
182,688501,青达环保,26.66,6.73,1.68,72166.0,186224032.0,8.69,26.79,24.62,25.03,24.98,1.16,5.86,11.94,3.19,3281072860.0,3281072860.0,0.49,0.6,91.94,90.02
183,873593,鼎智科技,49.99,6.73,3.15,64538.0,319137000.35,6.55,50.8,47.73,48.11,46.84,1.38,5.59,132.84,9.88,6721740833.0,5770641241.0,0.0,0.14,20.81,32.21
184,603876,鼎胜新材,8.61,6.69,0.54,320309.0,272075077.0,6.44,8.68,8.16,8.18,8.07,3.55,3.45,23.5,1.13,8015543326.0,8000990704.0,0.0,0.12,2.14,-2.71
185,600410,华胜天成,9.09,6.69,0.57,1821890.0,1644036942.0,11.85,9.37,8.36,8.52,8.52,2.16,16.62,16.82,2.19,9967136668.0,9967136668.0,0.0,-0.11,1.0,25.55
186,300124,汇川技术,71.59,6.66,4.47,434182.0,3042782665.85,6.69,71.89,67.4,68.2,67.12,2.16,1.82,36.47,6.53,192954186007.0,170916461985.0,0.27,0.32,18.94,22.21
187,870508,丰安股份,19.2,6.61,1.19,17104.0,32264954.17,6.33,19.2,18.06,18.2,18.01,0.88,4.18,29.13,2.51,1195008000.0,785271322.0,0.05,0.58,45.79,53.72
188,300561,*ST汇科,11.83,6.58,0.73,303517.0,355923238.15,8.38,12.12,11.19,11.19,11.1,0.79,12.59,717.3,6.35,3881517344.0,2851711100.0,0.0,0.0,-76.14,-78.48
189,002829,星网宇达,17.58,6.55,1.08,95720.0,165721087.2,7.27,17.8,16.6,16.75,16.5,1.76,6.55,-77.74,2.19,3653289147.0,2567776359.0,-0.06,-0.11,2.21,-7.28
190,000837,秦川机床,12.7,6.54,0.78,966292.0,1212398562.99,5.79,12.82,12.13,12.2,11.92,1.3,9.59,116.37,2.65,12794270030.0,12794022380.0,-0.16,-0.31,27.9,41.58
191,688737,中自科技,20.04,6.54,1.23,62269.0,122787229.0,8.77,20.47,18.82,19.19,18.81,2.34,5.21,77.78,1.31,2396072760.0,2396072760.0,-0.45,-0.55,23.17,12.52
192,688426,康为世纪,18.8,6.52,1.15,19730.0,36867806.0,9.01,19.24,17.65,17.65,17.65,2.99,5.19,-23.25,1.47,2114881861.0,714274642.0,-0.42,-0.42,-23.27,-34.29
193,605319,无锡振华,33.4,6.51,2.04,45828.0,150539843.0,8.83,33.88,31.11,31.11,31.36,1.31,2.14,22.08,3.3,8352056872.0,7136964872.0,0.03,0.0,37.51,58.67
194,300809,华辰装备,42.41,6.5,2.59,127220.0,529642750.13,8.54,43.18,39.78,39.99,39.82,1.1,9.02,114.0,6.57,10752597472.0,5984598259.0,0.14,0.17,31.91,33.87
195,688286,敏芯股份,69.0,6.48,4.2,27816.0,188431362.0,6.4,69.87,65.72,66.38,64.8,2.15,4.97,339.05,3.75,3863394249.0,3863394249.0,0.0,0.16,-1.96,14.52
196,688114,华大智造,79.75,6.48,4.85,47778.0,374768169.0,9.24,80.42,73.5,73.5,74.9,1.35,2.24,-62.29,4.29,33217163361.0,16981365998.0,0.04,0.06,99.57,70.44
197,002246,北化股份,10.7,6.47,0.65,256736.0,272776297.0,5.17,10.83,10.31,10.4,10.05,2.77,4.68,49.77,2.06,5874672296.0,5874672296.0,0.0,0.0,18.23,5.63
198,603798,康普顿,9.38,6.47,0.57,159793.0,149358196.0,4.65,9.47,9.06,9.2,8.81,5.55,6.23,11.08,2.05,2405497717.0,2405497717.0,-0.11,0.0,5.16,7.08
199,688333,铂力特,67.68,6.45,4.1,47198.0,312921551.0,7.57,68.07,63.26,63.28,63.58,1.07,1.74,-307.58,3.86,18393271505.0,18393271505.0,0.01,-0.01,36.18,71.65
200,833454,同心传动,15.21,6.44,0.92,43166.0,64645658.25,7.42,15.36,14.3,14.56,14.29,1.23,6.83,61.75,4.93,1598571000.0,960954491.0,0.0,0.2,24.26,30.9
201,301336,趣睡科技,68.01,6.43,4.11,39668.0,266962000.6,10.74,70.4,63.54,63.54,63.9,1.9,15.41,71.0,3.3,2720400000.0,1751027898.0,0.04,0.16,15.66,25.97
202,871263,莱赛激光,18.4,6.42,1.11,24792.0,44466841.74,7.69,18.5,17.17,17.29,17.29,1.15,5.73,1262.89,4.21,1463566673.0,795637013.0,-0.11,0.22,30.87,26.72
203,430418,苏轴股份,40.64,6.42,2.45,68302.0,273018871.08,7.57,41.18,38.29,38.29,38.19,1.0,5.25,39.4,6.45,5502981120.0,5283074991.0,-0.02,-0.02,55.47,77.78
204,603286,日盈电子,33.7,6.41,2.03,198012.0,646684790.0,10.58,34.59,31.24,32.13,31.67,1.95,17.32,-132.67,4.53,3929148075.0,3852042475.0,0.0,-0.03,54.73,72.11
205,836942,恒立钻具,18.65,6.39,1.12,31141.0,57193987.99,7.76,18.77,17.41,17.52,17.53,2.15,7.55,22.67,2.29,1143750415.0,769359386.0,0.11,0.38,37.94,35.24
206,002860,星帅尔,11.85,6.37,0.71,710438.0,843321788.21,10.14,12.25,11.12,11.2,11.14,4.56,20.32,16.73,1.9,4302065214.0,4143264893.0,0.34,1.02,19.94,20.8
207,001306,夏厦精密,88.0,6.37,5.27,51284.0,435507415.94,11.77,90.6,80.86,82.0,82.73,1.31,33.09,106.09,4.09,5456000000.0,1364000000.0,-0.12,-0.01,35.89,56.58
208,600933,爱柯迪,16.61,6.34,0.99,238414.0,390636036.0,6.08,16.74,15.79,15.9,15.62,1.34,2.44,15.9,1.95,16358476697.0,16234101017.0,0.06,0.12,-6.21,1.9
209,688488,艾迪药业,12.08,6.34,0.72,219840.0,258898722.0,7.66,12.17,11.3,11.48,11.36,2.01,5.22,81.55,5.1,5083056321.0,5083056321.0,-0.17,-0.08,65.93,53.69
210,688568,中科星图,53.07,6.31,3.15,126334.0,667574842.0,5.91,53.72,50.77,50.81,49.92,2.48,2.33,346.96,7.61,28834307105.0,28834307105.0,-0.24,-0.09,8.2,4.0
211,603278,大业股份,9.68,6.26,0.57,251891.0,238756549.0,7.35,9.8,9.13,9.2,9.11,1.06,7.37,167.8,1.65,3308230915.0,3308230915.0,0.0,-0.21,12.3,27.54
212,688345,博力威,21.08,6.25,1.24,24436.0,50817642.0,7.26,21.34,19.9,19.9,19.84,2.04,2.44,41.71,1.97,2108000000.0,2108000000.0,-0.52,-0.57,19.37,16.02
213,688609,九联科技,9.69,6.25,0.57,137846.0,131289693.0,6.69,9.73,9.12,9.12,9.12,1.66,2.76,-21.44,5.56,4845000000.0,4845000000.0,1.36,1.25,-0.82,-8.58
214,688206,概伦电子,22.1,6.25,1.3,91916.0,203832786.0,7.02,22.67,21.21,21.41,20.8,2.48,5.19,1593.99,4.89,9589882725.0,3915823816.0,-0.09,-0.27,18.5,16.87
215,002538,司尔特,5.11,6.24,0.3,629278.0,323667338.23,6.03,5.29,5.0,5.29,4.81,5.14,7.37,28.79,0.82,4361669949.0,4361641588.0,0.2,0.0,-10.04,-9.07
216,605589,圣泉集团,26.25,6.23,1.54,191855.0,496716922.0,7.93,26.7,24.74,24.79,24.71,2.75,2.46,26.87,2.22,22219469948.0,20498449125.0,-0.11,0.0,2.78,11.32
217,870436,大地电气,18.16,6.2,1.06,23487.0,42274861.27,7.6,18.5,17.2,17.28,17.1,1.14,2.64,-48.84,4.48,1715684160.0,1613845622.0,-0.06,0.06,18.54,7.97
218,688608,恒玄科技,443.83,6.18,25.83,24350.0,1066254370.0,7.1,449.6,419.92,420.0,418.0,1.17,2.03,69.91,7.95,53279820451.0,53279820451.0,-0.58,-0.71,11.79,36.41
219,605208,永茂泰,12.75,6.16,0.74,543330.0,679249627.0,9.99,13.2,12.0,12.01,12.01,1.05,16.47,72.43,1.97,4206735000.0,4206735000.0,0.08,0.39,75.86,65.37
220,600732,爱旭股份,10.51,6.16,0.61,966793.0,1030800263.0,8.08,10.89,10.09,10.15,9.9,3.23,6.05,-15.98,5.91,19208261670.0,16799680524.0,0.1,0.1,0.0,-4.63
221,002723,小崧股份,6.91,6.14,0.4,173455.0,119578753.6,7.37,7.08,6.6,6.61,6.51,1.7,5.47,-61.67,2.2,2197427513.0,2191253477.0,0.0,0.14,4.7,-0.58
222,301596,瑞迪智驱,123.82,6.12,7.14,18921.0,229295046.0,7.82,124.8,115.67,117.98,116.68,1.67,13.73,72.49,7.99,6824719675.0,1706179919.0,0.34,0.42,18.82,23.82
223,300229,拓尔思,18.23,6.11,1.05,523785.0,945084417.88,6.93,18.45,17.26,17.45,17.18,1.5,6.0,-173.64,3.88,15926109590.0,15915341148.0,0.05,0.0,-17.55,-12.94
224,603811,诚意药业,9.05,6.1,0.52,243781.0,220956854.0,3.99,9.24,8.9,8.93,8.53,5.48,7.45,16.17,2.28,2962104096.0,2962104096.0,0.0,0.0,13.13,17.23
225,000034,神州数码,40.75,6.09,2.34,627723.0,2535844607.37,9.03,41.5,38.03,38.7,38.41,2.14,10.56,33.35,2.76,28983872506.0,24220497752.0,0.0,0.1,24.92,16.26
226,301119,正强股份,41.31,6.09,2.37,50500.0,202931193.5,9.5,42.0,38.3,38.96,38.94,1.78,6.0,28.32,4.04,4296240000.0,3474584100.0,0.12,0.88,45.36,33.65
227,001339,智微智能,52.02,6.08,2.98,123383.0,631880811.13,8.4,53.0,48.88,49.11,49.04,1.61,16.87,77.33,6.07,13027351433.0,3804274360.0,0.0,-0.02,39.88,42.17
228,301383,天键股份,37.52,6.05,2.14,41996.0,156701183.4,4.04,37.93,36.5,36.5,35.38,1.85,5.98,439.06,2.95,6110882400.0,2636052020.0,0.13,0.11,-37.78,-28.74
229,000029,深深房Ａ,16.16,6.04,0.92,89330.0,141910448.06,6.56,16.26,15.26,15.28,15.24,1.8,1.0,56.44,4.56,16348425600.0,14409225600.0,0.06,0.06,13.8,7.3
230,300938,信测标准,30.56,6.04,1.74,83148.0,251056830.6,7.63,30.98,28.78,28.82,28.82,1.41,7.6,33.83,3.42,5027355465.0,3342025862.0,-0.03,-0.13,2.83,19.0
231,834407,驰诚股份,22.14,5.98,1.25,9600.0,20830742.21,6.61,22.18,20.8,21.3,20.89,1.15,3.7,375.75,5.51,1454155200.0,574004961.0,-0.05,0.32,-0.76,26.44
232,831278,泰德股份,13.12,5.98,0.74,42369.0,54779673.29,7.03,13.24,12.37,12.37,12.38,0.87,4.35,109.95,5.33,2040501120.0,1279343218.0,-0.08,-0.08,32.39,50.29
233,603595,东尼电子,16.5,5.97,0.93,121130.0,195417613.0,7.64,16.65,15.46,15.87,15.57,2.37,5.21,88.07,2.44,3835298379.0,3835298379.0,-0.3,-0.36,-7.04,-3.45
234,300710,万隆光电,18.63,5.97,1.05,82771.0,154135573.95,8.76,19.14,17.6,17.6,17.58,2.62,10.28,-123.68,3.94,1853504289.0,1499578740.0,0.05,0.0,14.36,4.31
235,000753,漳州发展,5.5,5.97,0.31,797404.0,437223790.24,7.9,5.6,5.19,5.2,5.19,1.03,8.04,79.58,2.0,5453145891.0,5453145891.0,0.18,0.18,36.82,27.91
236,300817,双飞集团,27.39,5.96,1.54,217060.0,578492940.33,9.83,27.88,25.34,25.95,25.85,1.18,17.48,115.28,5.71,5979188794.0,3402074650.0,0.04,0.33,93.57,97.48
237,870726,鸿智科技,25.61,5.96,1.44,33889.0,85172360.05,6.25,25.71,24.2,24.3,24.17,1.61,6.17,52.87,5.51,1549961710.0,1406486807.0,0.08,0.12,6.71,31.27
238,002369,卓翼科技,8.9,5.95,0.5,945168.0,831598527.85,6.43,9.05,8.51,8.6,8.4,1.83,16.7,-39.24,11.63,5045910892.0,5037162806.0,0.0,0.11,41.27,39.94
239,688629,华丰科技,59.43,5.95,3.34,158814.0,927136042.0,6.2,59.6,56.12,56.4,56.09,1.09,8.91,215.31,18.35,27396803946.0,10597890467.0,0.05,0.22,56.81,77.46
240,603316,诚邦股份,5.71,5.94,0.32,188019.0,108988196.0,5.01,5.93,5.66,5.66,5.39,4.09,7.11,127.46,2.31,1508947440.0,1508947440.0,-0.17,0.35,24.67,21.49
241,300819,聚杰微纤,25.52,5.94,1.43,118593.0,295492880.5,9.96,26.3,23.9,24.42,24.09,1.29,8.8,64.72,4.27,3807711600.0,3439132620.0,-0.23,-0.31,99.22,96.31
242,300432,富临精工,20.0,5.93,1.12,659661.0,1289499938.9,6.73,20.25,18.98,19.0,18.88,1.39,5.47,49.34,5.42,24425146320.0,24131453920.0,-0.05,0.0,22.17,30.04
243,603630,拉芳家化,19.49,5.92,1.09,132229.0,256468531.0,7.01,19.87,18.58,18.9,18.4,1.25,5.87,84.09,2.27,4389237264.0,4389237264.0,0.1,0.05,60.94,41.44
244,832802,保丽洁,20.94,5.92,1.17,18887.0,39437903.74,5.72,21.28,20.15,20.15,19.77,0.8,11.11,82.05,3.07,1320964302.0,355957343.0,-0.52,-0.62,38.68,34.75
245,002418,康盛股份,3.4,5.92,0.19,1290366.0,425060289.88,7.79,3.41,3.16,3.2,3.21,1.55,11.35,77.0,2.7,3863760000.0,3863749035.0,0.29,0.59,21.0,39.34
246,300624,万兴科技,61.07,5.91,3.41,142004.0,869091799.18,8.26,62.89,58.13,58.49,57.66,1.65,8.29,-89.95,10.76,11807049307.0,10457212501.0,0.0,0.08,-10.79,-3.29
247,300980,祥源新材,22.75,5.91,1.27,91310.0,202936465.11,5.82,22.85,21.6,21.98,21.48,1.46,9.28,109.49,2.24,3147619202.0,2237267942.0,-0.18,0.26,-15.36,-0.66
248,002516,旷达科技,5.03,5.89,0.28,340691.0,171090844.28,6.95,5.15,4.82,4.83,4.75,2.65,2.34,42.06,2.05,7398318570.0,7314845720.0,0.0,0.0,4.36,0.8
249,000096,广聚能源,18.88,5.89,1.05,186338.0,345357797.89,8.52,19.32,17.8,18.1,17.83,1.82,3.65,171.91,3.54,9968640000.0,9644810240.0,0.91,1.29,61.23,54.0
250,838837,华原股份,16.78,5.87,0.93,32038.0,52829696.84,6.06,16.86,15.9,16.09,15.85,0.99,2.34,37.44,4.67,2545740566.0,2295299066.0,0.0,-0.12,56.97,71.93
251,688236,春立医疗,15.15,5.87,0.84,53612.0,81026085.0,5.8,15.48,14.65,14.65,14.31,1.12,6.76,25.02,2.02,5811062775.0,1201314175.0,-0.13,0.07,25.1,18.36
252,430198,微创光电,11.72,5.87,0.65,40128.0,46350661.3,6.59,11.8,11.07,11.07,11.07,0.94,5.71,-11.67,4.7,1891184580.0,823264110.0,0.17,0.26,5.97,12.48
253,688458,美芯晟,39.56,5.86,2.19,49998.0,197486910.0,8.59,40.6,37.39,37.69,37.37,3.05,5.96,300.48,2.37,4412389043.0,3321004282.0,0.0,0.28,21.65,20.79
254,603887,城地香江,18.98,5.86,1.05,499652.0,945528498.0,6.36,19.35,18.21,18.5,17.93,1.69,8.39,158.55,3.23,11557765111.0,11298403411.0,-0.05,0.05,31.62,19.22
255,601116,三江购物,11.39,5.86,0.63,337415.0,381040991.0,10.59,11.84,10.7,10.7,10.76,2.04,6.16,22.04,1.9,6238056976.0,6238056976.0,0.09,-0.26,15.52,4.69
256,002870,香山股份,35.3,5.85,1.95,59902.0,207537608.75,6.93,35.41,33.1,33.35,33.35,1.56,4.68,51.49,2.86,4662269951.0,4515701703.0,0.26,0.43,12.42,12.78
257,688615,合合信息,250.48,5.84,13.83,20786.0,517187735.0,7.0,252.58,236.01,238.0,236.65,1.7,10.39,53.92,9.03,25048000000.0,5009600000.0,0.0,0.05,-0.21,23.73
258,832662,方盛股份,23.07,5.83,1.27,23615.0,53511812.53,5.14,23.07,21.95,22.09,21.8,1.24,9.61,71.98,4.38,2019778546.0,567076449.0,0.13,0.65,18.19,15.35
259,300765,新诺威,41.91,5.83,2.31,227274.0,906034410.56,10.13,41.91,37.9,39.5,39.6,1.0,1.82,-547.05,15.89,58866490283.0,52264805709.0,1.48,1.33,46.44,57.62
260,837006,晟楠科技,29.08,5.82,1.6,41811.0,120266703.37,4.4,29.19,27.98,27.98,27.48,0.97,12.19,1066.02,8.16,2625551776.0,997207754.0,0.21,0.1,44.1,18.21
261,832522,纳科诺尔,53.86,5.82,2.96,28915.0,153912368.59,7.52,54.69,50.86,50.86,50.9,1.0,3.16,48.63,5.6,6030424128.0,4934992518.0,-0.06,-0.07,25.26,6.61
262,603730,岱美股份,8.0,5.82,0.44,104535.0,82752572.0,4.89,8.06,7.69,7.7,7.56,1.95,0.63,15.82,2.68,13222051600.0,13222051600.0,0.13,0.13,-11.21,-11.01
263,603383,顶点软件,42.05,5.81,2.31,103832.0,432632283.0,7.25,42.5,39.62,39.78,39.74,2.39,5.08,101.25,5.77,8636522467.0,8599141699.0,0.05,0.02,19.9,12.13
264,834950,迅安科技,22.22,5.81,1.22,11599.0,25496308.15,6.9,22.48,21.03,21.03,21.0,1.04,3.76,27.5,4.3,1357642000.0,686042500.0,0.09,0.41,29.87,42.07
265,300328,宜安科技,10.41,5.79,0.57,600567.0,613483565.88,7.22,10.58,9.87,9.96,9.84,1.31,8.75,-294.52,6.62,7187309676.0,7145090620.0,-0.1,0.0,35.9,41.44
266,688235,百济神州-U,261.18,5.78,14.27,27023.0,693546609.0,6.46,262.64,246.7,246.7,246.91,1.32,2.35,-73.51,15.14,365976377202.0,30050132807.0,0.07,0.29,36.97,62.2
267,688360,德马科技,24.4,5.77,1.33,88291.0,211447925.0,7.02,24.69,23.07,23.49,23.07,1.95,5.07,36.33,3.24,4596710193.0,4247191441.0,-0.12,0.0,17.2,31.32
268,300818,耐普矿机,21.3,5.76,1.16,79633.0,167778706.35,8.14,21.81,20.17,20.17,20.14,1.2,7.27,158.91,2.04,3594856465.0,2331975376.0,-0.23,-0.19,-17.67,-21.58
269,301397,溯联股份,36.21,5.75,1.97,32066.0,114456760.79,6.48,36.48,34.26,34.64,34.24,1.12,5.85,32.4,2.19,4343109452.0,1985947082.0,-0.06,0.03,25.64,40.62
270,300866,安克创新,88.84,5.74,4.82,83621.0,734819006.04,7.06,89.89,83.96,84.52,84.02,1.35,2.82,23.81,5.04,47210533340.0,26332341065.0,0.0,0.0,-18.13,-9.01
271,300920,润阳科技,28.53,5.74,1.55,41485.0,116843519.0,7.3,28.98,27.01,27.01,26.98,0.67,6.32,144.08,2.42,2853000000.0,1873629293.0,-0.28,-0.14,59.92,68.62
272,870204,沪江材料,18.84,5.72,1.02,17587.0,32605580.29,6.62,18.95,17.77,17.87,17.82,0.89,3.52,82.48,3.68,1776382095.0,941753912.0,-0.26,-0.16,10.82,8.03
273,688004,博汇科技,16.29,5.71,0.88,24723.0,40009121.0,6.36,16.51,15.53,15.55,15.41,1.85,3.09,-73.98,2.15,1304633520.0,1304633520.0,-0.12,-0.31,4.09,7.6
274,300755,华致酒行,17.46,5.69,0.94,115925.0,201986247.64,6.36,17.65,16.6,16.65,16.52,3.07,2.78,21.3,2.24,7277300064.0,7270817777.0,0.06,0.0,1.45,-2.13
